9.000000,-3.000000
8.970025,-2.995000
8.940100,-2.990000
8.910225,-2.985000
8.880400,-2.980000
8.850625,-2.975000
8.820900,-2.970000
8.791225,-2.965000
8.761600,-2.960000
8.732025,-2.955000
8.702500,-2.950000
8.673025,-2.945000
8.643600,-2.940000
8.614225,-2.935000
8.584900,-2.930000
8.555625,-2.925000
8.526400,-2.920000
8.497225,-2.915000
8.468100,-2.910000
8.439025,-2.905000
8.410000,-2.900000
8.381025,-2.895000
8.352100,-2.890000
8.323225,-2.885000
8.294400,-2.880000
8.265625,-2.875000
8.236900,-2.870000
8.208225,-2.865000
8.179600,-2.860000
8.151025,-2.855000
8.122500,-2.850000
8.094025,-2.845000
8.065600,-2.840000
8.037225,-2.835000
8.008900,-2.830000
7.980625,-2.825000
7.952400,-2.820000
7.924225,-2.815000
7.896100,-2.810000
7.868025,-2.805000
7.840000,-2.800000
7.812025,-2.795000
7.784100,-2.790000
7.756225,-2.785000
7.728400,-2.780000
7.700625,-2.775000
7.672900,-2.770000
7.645225,-2.765000
7.617600,-2.760000
7.590025,-2.755000
7.562500,-2.750000
7.535025,-2.745000
7.507600,-2.740000
7.480225,-2.735000
7.452900,-2.730000
7.425625,-2.725000
7.398400,-2.720000
7.371225,-2.715000
7.344100,-2.710000
7.317025,-2.705000
7.290000,-2.700000
7.263025,-2.695000
7.236100,-2.690000
7.209225,-2.685000
7.182400,-2.680000
7.155625,-2.675000
7.128900,-2.670000
7.102225,-2.665000
7.075600,-2.660000
7.049025,-2.655000
7.022500,-2.650000
6.996025,-2.645000
6.969600,-2.640000
6.943225,-2.635000
6.916900,-2.630000
6.890625,-2.625000
6.864400,-2.620000
6.838225,-2.615000
6.812100,-2.610000
6.786025,-2.605000
6.760000,-2.600000
6.734025,-2.595000
6.708100,-2.590000
6.682225,-2.585000
6.656400,-2.580000
6.630625,-2.575000
6.604900,-2.570000
6.579225,-2.565000
6.553600,-2.560000
6.528025,-2.555000
6.502500,-2.550000
6.477025,-2.545000
6.451600,-2.540000
6.426225,-2.535000
6.400900,-2.530000
6.375625,-2.525000
6.350400,-2.520000
6.325225,-2.515000
6.300100,-2.510000
6.275025,-2.505000
6.250000,-2.500000
6.225025,-2.495000
6.200100,-2.490000
6.175225,-2.485000
6.150400,-2.480000
6.125625,-2.475000
6.100900,-2.470000
6.076225,-2.465000
6.051600,-2.460000
6.027025,-2.455000
6.002500,-2.450000
5.978025,-2.445000
5.953600,-2.440000
5.929225,-2.435000
5.904900,-2.430000
5.880625,-2.425000
5.856400,-2.420000
5.832225,-2.415000
5.808100,-2.410000
5.784025,-2.405000
5.760000,-2.400000
5.736025,-2.395000
5.712100,-2.390000
5.688225,-2.385000
5.664400,-2.380000
5.640625,-2.375000
5.616900,-2.370000
5.593225,-2.365000
5.569600,-2.360000
5.546025,-2.355000
5.522500,-2.350000
5.499025,-2.345000
5.475600,-2.340000
5.452225,-2.335000
5.428900,-2.330000
5.405625,-2.325000
5.382400,-2.320000
5.359225,-2.315000
5.336100,-2.310000
5.313025,-2.305000
5.290000,-2.300000
5.267025,-2.295000
5.244100,-2.290000
5.221225,-2.285000
5.198400,-2.280000
5.175625,-2.275000
5.152900,-2.270000
5.130225,-2.265000
5.107600,-2.260000
5.085025,-2.255000
5.062500,-2.250000
5.040025,-2.245000
5.017600,-2.240000
4.995225,-2.235000
4.972900,-2.230000
4.950625,-2.225000
4.928400,-2.220000
4.906225,-2.215000
4.884100,-2.210000
4.862025,-2.205000
4.840000,-2.200000
4.818025,-2.195000
4.796100,-2.190000
4.774225,-2.185000
4.752400,-2.180000
4.730625,-2.175000
4.708900,-2.170000
4.687225,-2.165000
4.665600,-2.160000
4.644025,-2.155000
4.622500,-2.150000
4.601025,-2.145000
4.579600,-2.140000
4.558225,-2.135000
4.536900,-2.130000
4.515625,-2.125000
4.494400,-2.120000
4.473225,-2.115000
4.452100,-2.110000
4.431025,-2.105000
4.410000,-2.100000
4.389025,-2.095000
4.368100,-2.090000
4.347225,-2.085000
4.326400,-2.080000
4.305625,-2.075000
4.284900,-2.070000
4.264225,-2.065000
4.243600,-2.060000
4.223025,-2.055000
4.202500,-2.050000
4.182025,-2.045000
4.161600,-2.040000
4.141225,-2.035000
4.120900,-2.030000
4.100625,-2.025000
4.080400,-2.020000
4.060225,-2.015000
4.040100,-2.010000
4.020025,-2.005000
4.000000,-2.000000
3.980025,-1.995000
3.960100,-1.990000
3.940225,-1.985000
3.920400,-1.980000
3.900625,-1.975000
3.880900,-1.970000
3.861225,-1.965000
3.841600,-1.960000
3.822025,-1.955000
3.802500,-1.950000
3.783025,-1.945000
3.763600,-1.940000
3.744225,-1.935000
3.724900,-1.930000
3.705625,-1.925000
3.686400,-1.920000
3.667225,-1.915000
3.648100,-1.910000
3.629025,-1.905000
3.610000,-1.900000
3.591025,-1.895000
3.572100,-1.890000
3.553225,-1.885000
3.534400,-1.880000
