2.500000,4.330127
2.272727,3.936479
2.083333,3.608439
1.923077,3.330867
1.785714,3.092948
1.666667,2.886751
1.562500,2.706329
1.470588,2.547134
1.388889,2.405626
1.315789,2.279014
1.250000,2.165064
0.000000,0.000000
0.545455,0.000000
1.000000,0.000000
1.384615,0.000000
1.714286,0.000000
2.000000,0.000000
2.250000,0.000000
2.470588,0.000000
2.666667,0.000000
2.842105,0.000000
3.000000,0.000000
6.000000,0.000000
5.681818,0.393648
5.416667,0.721688
5.192308,0.999260
5.000000,1.237179
4.833333,1.443376
4.687500,1.623798
4.558824,1.782993
4.444444,1.924501
4.342105,2.051113
4.250000,2.165064
